Subject,Course Code,Course Title,Description,Prerequisites,Offered,Keywords
Civil Engineering,CE145,Introduction to Civil Engineering Theory,This course covers introduction to civil engineering theory with emphasis on practical and theoretical aspects.,CE136 - Fundamentals of Civil Engineering Theory,"Spring, Fall","Civil Engineering, Introduction, to, Civil, Engineering, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CE136 - Fundamentals of Civil Engineering Theory"
Civil Engineering,CE154,Fundamentals of Civil Engineering Practice,This course covers fundamentals of civil engineering practice with emphasis on practical and theoretical aspects.,CE145 - Introduction to Civil Engineering Theory,"Fall, Summer, Spring","Civil Engineering, Fundamentals, of, Civil, Engineering, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CE145 - Introduction to Civil Engineering Theory"
Civil Engineering,CE163,Principles of Civil Engineering Development,This course covers principles of civil engineering development with emphasis on practical and theoretical aspects.,CE154 - Fundamentals of Civil Engineering Practice,Summer,"Civil Engineering, Principles, of, Civil, Engineering, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CE154 - Fundamentals of Civil Engineering Practice"
Civil Engineering,CE172,Introduction to Civil Engineering Design,This course covers introduction to civil engineering design with emphasis on practical and theoretical aspects.,CE163 - Principles of Civil Engineering Development,"Summer, Fall","Civil Engineering, Introduction, to, Civil, Engineering, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CE163 - Principles of Civil Engineering Development"
Civil Engineering,CE181,Fundamentals of Civil Engineering Practice,This course covers fundamentals of civil engineering practice with emphasis on practical and theoretical aspects.,CE172 - Introduction to Civil Engineering Design,Fall,"Civil Engineering, Fundamentals, of, Civil, Engineering, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CE172 - Introduction to Civil Engineering Design"
Civil Engineering,CE190,Fundamentals of Civil Engineering Theory,This course covers fundamentals of civil engineering theory with emphasis on practical and theoretical aspects.,CE181 - Fundamentals of Civil Engineering Practice,"Spring, Fall","Civil Engineering, Fundamentals, of, Civil, Engineering, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CE181 - Fundamentals of Civil Engineering Practice"
Communications Specialist,CS100,Principles of Communications Specialist Management,This course covers principles of communications specialist management with emphasis on practical and theoretical aspects.,None,"Summer, Fall","Communications Specialist, Principles, of, Communications, Specialist, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Communications Specialist,CS109,Introduction to Communications Specialist Theory,This course covers introduction to communications specialist theory with emphasis on practical and theoretical aspects.,CS100 - Principles of Communications Specialist Management,"Summer, Spring","Communications Specialist, Introduction, to, Communications, Specialist, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS100 - Principles of Communications Specialist Management"
Communications Specialist,CS118,Principles of Communications Specialist Applications,This course covers principles of communications specialist applications with emphasis on practical and theoretical aspects.,CS109 - Introduction to Communications Specialist Theory,"Summer, Fall","Communications Specialist, Principles, of, Communications, Specialist, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS109 - Introduction to Communications Specialist Theory"
Communications Specialist,CS127,Introduction to Communications Specialist Design,This course covers introduction to communications specialist design with emphasis on practical and theoretical aspects.,CS118 - Principles of Communications Specialist Applications,"Summer, Fall, Spring","Communications Specialist, Introduction, to, Communications, Specialist, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS118 - Principles of Communications Specialist Applications"
Communications Specialist,CS136,Introduction to Communications Specialist Theory,This course covers introduction to communications specialist theory with emphasis on practical and theoretical aspects.,CS127 - Introduction to Communications Specialist Design,"Summer, Fall","Communications Specialist, Introduction, to, Communications, Specialist, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS127 - Introduction to Communications Specialist Design"
Communications Specialist,CS145,Introduction to Communications Specialist Development,This course covers introduction to communications specialist development with emphasis on practical and theoretical aspects.,CS136 - Introduction to Communications Specialist Theory,Fall,"Communications Specialist, Introduction, to, Communications, Specialist, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS136 - Introduction to Communications Specialist Theory"
Communications Specialist,CS154,Introduction to Communications Specialist Development,This course covers introduction to communications specialist development with emphasis on practical and theoretical aspects.,CS145 - Introduction to Communications Specialist Development,"Spring, Summer","Communications Specialist, Introduction, to, Communications, Specialist, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS145 - Introduction to Communications Specialist Development"
Communications Specialist,CS163,Principles of Communications Specialist Analysis,This course covers principles of communications specialist analysis with emphasis on practical and theoretical aspects.,CS154 - Introduction to Communications Specialist Development,"Summer, Spring, Fall","Communications Specialist, Principles, of, Communications, Specialist, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS154 - Introduction to Communications Specialist Development"
Communications Specialist,CS172,Principles of Communications Specialist Theory,This course covers principles of communications specialist theory with emphasis on practical and theoretical aspects.,CS163 - Principles of Communications Specialist Analysis,"Spring, Summer","Communications Specialist, Principles, of, Communications, Specialist, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS163 - Principles of Communications Specialist Analysis"
Communications Specialist,CS181,Fundamentals of Communications Specialist Development,This course covers fundamentals of communications specialist development with emphasis on practical and theoretical aspects.,CS172 - Principles of Communications Specialist Theory,"Fall, Summer","Communications Specialist, Fundamentals, of, Communications, Specialist, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS172 - Principles of Communications Specialist Theory"
Communications Specialist,CS190,Principles of Communications Specialist Design,This course covers principles of communications specialist design with emphasis on practical and theoretical aspects.,CS181 - Fundamentals of Communications Specialist Development,"Spring, Summer, Fall","Communications Specialist, Principles, of, Communications, Specialist, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CS181 - Fundamentals of Communications Specialist Development"
Communications,C100,Fundamentals of Communications Systems,This course covers fundamentals of communications systems with emphasis on practical and theoretical aspects.,None,"Fall, Summer, Spring","Communications, Fundamentals, of, Communications, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
